product code,Product,Quantity,Unit Cost,Status,Open,Source Location,Dest. Location,Posting Date,Date Done,User,Advance Invoice No,Invoice No,Reference,Partner,Address,SK,C_ADM,Bank,Cost center,Dep,Gruop,M,Projects,Salis,Skyrius,Tax,Years,Pajamos/Sąnaudos,UOM,Packing List,Production Lot,IMEI,IMSI,ICCID,MSISDN,Date,Confirmed Delivery Date,Name,Amount,Rem. Quantity,Rem. Amount
,[FM-Eco4 light+ T] FM-Eco4 light+ T,10,18.484,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/4/2024 8:29,,494717,RUP-55189,SO069027,[SP] EDSA Asociados SAC,"Edvin Capillo Reynaldo, Calle El Pinar No. 152 oficina 301, Urb. Chacarilla del Estanque, Distrito de Surco 0 Lima",,,,,,,,,,,,,,PCS,PACK106652,,,,,,4/4/2024 8:29,,FM-Eco4 light+ T,184.84,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,150,33.55313,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/5/2024 8:04,,494809,RUP-55188,SO068999,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK106514,,,,,,4/5/2024 8:04,,HCV5-Lite-EMEA,5032.97,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,20,18.4835,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/5/2024 8:04,,494809,RUP-55188,SO068999,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK106514,,,,,,4/5/2024 8:04,,FM-Eco4 light+ 3G T,369.67,,
,[391] EasyCAN (LCV),100,6.9312,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/5/2024 8:04,,494809,RUP-55188,SO068999,[SP] FUELCHECK ALIAKSANDR MATSIASH,"Aliaksandr Matsiash, Sarnow 19a 96-514 96-514 Rybno",,,,,,,,,,,,,,PCS,PACK106514,,,,,,4/5/2024 8:04,,EasyCAN LCV (J1939),693.12,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,300,18.4837,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/4/2024 8:31,,494862,RUP-55190,SO069065,[SP] BMC Satellite,"YASSINE KARRAY, 55 Avenue de l'environnement 2073 Tunis",,,,,,,,,,,,,,PCS,PACK106705,,,,,,4/4/2024 8:31,,FM-Eco4 light+ T,5545.11,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,20,19.8385,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/4/2024 4:25,,494908,RUP-55186,SO069079,[SP] GPS Controls LTD,"Emil Emilov, Str. profesor Aleksandar Balabanov 10 2600 Dupnica",,,,,,,,,,,,,,PCS,PACK106827,,,,,,4/4/2024 4:25,,FM-Eco4 light+ T,396.77,,
,[HCV5-3G-GL-BT] HCV5 3G BLE,202,61.87386,done,,Final Production Warehouse (Kaunas),Customers,4/4/2024,4/4/2024 8:10,,495159,RUP-55113,SO068905,[SP] Tracklog SAC,"JESUS RAMOS GUEVARA, Avenida Andres Reyes 420 piso 12 Ofic.1202- San Isidro, Lima. 15046 Lima",,,,,,,,,,,,,,PCS,PACK106280,,,,,,4/4/2024 8:10,,HCV5-2G-GL-BT,12498.52,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,420,22.83002,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 11:37,,493810,RUP-55182,SO068873,[SP] (FS) Ruptec,"Leandro Lowenstern, Alejandro Magariños Cervantes 1619 2° 8 1416 Buenos Aires",,,,,,,,,,,,,,PCS,PACK106727,,,,,,4/3/2024 11:37,,TRACE5-LTE-LA,9588.61,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,50,33.4382,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 11:37,,493810,RUP-55182,SO068873,[SP] (FS) Ruptec,"Leandro Lowenstern, Alejandro Magariños Cervantes 1619 2° 8 1416 Buenos Aires",,,,,,,,,,,,,,PCS,PACK106727,,,,,,4/3/2024 11:37,,Pro5-Lite-LA,1671.91,,
,[TRACE5-LTE-IP67-LA] TRACE5-LTE-IP67-LA,20,26.675,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 11:37,,493810,RUP-55182,SO068873,[SP] (FS) Ruptec,"Leandro Lowenstern, Alejandro Magariños Cervantes 1619 2° 8 1416 Buenos Aires",,,,,,,,,,,,,,PCS,PACK106727,,,,,,4/3/2024 11:37,,TRACE5-LTE-IP67-LA,533.5,,
,[FM-Eco4+ E T] FM-Eco4+ E T,60,20.36233,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 8:45,,494598,RUP-55179,SO068997,[SP] Africa Tracing Sarl,"Guillaume de Balathier, 54 rue Doufouli 123456 Lomé",,,,,,,,,,,,,,PCS,PACK106688,,,,,,4/3/2024 8:45,,FM-Eco4+ E T,1221.74,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,100,26.189,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 8:34,,494759,RUP-55178,SO069037,[SP] Fleet Complete Eesti OÜ,"Piret Papper, Lõõtsa 1A 11415 Talinn",,,,,,,,,,,,,,PCS,PACK106581,,,,,,4/3/2024 8:34,,TRACE5-LTE-IP67-EMEA,2618.9,,
,[TRACE5-LTE-IP67-LA] TRACE5-LTE-IP67-LA,5,26.69,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,TRACE5-LTE-IP67-LA,133.45,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,5,33.438,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,Pro5-Lite-LA,167.19,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),3,9.2,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,27.6,,
,[easycan01v] EasyCAN (Volvo),2,6.75,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,EasyCAN Volvo (J1708),13.5,,
,[391] EasyCAN (LCV),2,6.93,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,EasyCAN LCV (J1939),13.86,,
,[K00082] TCO5 16pin harness,5,0.992,done,,Kauno filialas,Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,TCO5 16pin harness,4.96,,
,[K00081] TCO5 14pin harness,5,0.826,done,,Kauno filialas,Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,TCO5 14pin harness,4.13,,
,[K00129] Side 1: Pitch 3.0mm 2x6 pins housing + tin plating terminals Side 2: End Cut,5,0.626,done,,Kauno filialas,Customers,4/3/2024,4/3/2024 9:35,,494909,RUP-55180,SO068938,[SP] Distribuidora Uruguaya de Combustibles,"Juan Burgos, Juan Benito Blanco #3340 11300 Montevideo",,,,,,,,,,,,,,PCS,PACK106751,,,,,,4/3/2024 9:34,,Cable for Trace5 IP 30 devices,3.13,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,20,33.5095,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 12:07,,495022,RUP-55184,SO069090,[SP] Eljunga,"Raimondas Baskauskas, V. Vaitkaus 2A 04332 Vilnius",,,,,,,,,,,,,,PCS,PACK106742,,,,,,4/3/2024 12:07,,HCV5-Lite-EMEA,670.19,,
,[Eco5-5W-LTE-LA-IP54] Eco5-5W-LTE-LA-IP54,135,22.51548,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 11:58,,495103,RUP-55183,SO068960,[SP] WHITELABEL AMERICA,"Michel Rodriguez, 9653 McPherson Rd, Unit 203B 78045 Laredo, Texas",,,,,,,,,,,,,,PCS,PACK106272,,,,,,4/3/2024 11:57,,Eco5-5W-LTE-LA-IP54,3039.59,,
,[Eco5-5W-LTM-IP54] Eco5-5W-LTM-IP54,65,32.37323,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 11:58,,495103,RUP-55183,SO068960,[SP] WHITELABEL AMERICA,"Michel Rodriguez, 9653 McPherson Rd, Unit 203B 78045 Laredo, Texas",,,,,,,,,,,,,,PCS,PACK106272,,,,,,4/3/2024 11:57,,Eco5-5W-LTM-IP54,2104.26,,
,[ZEEK-LTM-T] ZEEK-LTM-T,1000,23.71247,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 10:27,,495150,RUP-55181,SO068754,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK105754,,,,,,4/3/2024 10:27,,ZEEK-LTM-T,23712.47,,
,[RE-SOCK/C] Socket for the relay with wires (~20cm in lenght) complies with HRA4,5,0.88,done,,Final Production Warehouse (Kaunas),Customers,4/3/2024,4/3/2024 10:27,,495150,RUP-55181,SO068754,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK105754,,,,,,4/3/2024 10:27,,Ignition Block Relay Connection socket,4.4,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,20,24.0645,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/3/2024 5:43,,494528,RUP-55176,SO068988,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK106726,,,,,,4/3/2024 5:43,,TRACE5-LTE-EMEA,481.29,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,60,33.672,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/3/2024 5:43,,494528,RUP-55176,SO068988,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK106726,,,,,,4/3/2024 5:43,,HCV5-Lite-EMEA,2020.32,,
,[1W-H3-05] RFID reader 1-WIRE (125kHZ),60,11.34667,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/3/2024 5:43,,494528,RUP-55176,SO068988,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK106726,,,,,,4/3/2024 5:43,,1-wire RFID Reader 125 kHz / RFID kortelės skaitytuvas 125 kHz (,680.8,,
,[391] EasyCAN (LCV),65,6.93123,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/3/2024 5:43,,494528,RUP-55176,SO068988,[SP] Skyhawk Technology Systems,"Bobby Atendido, Room 906 Prime Land Building Market St. Madrigal Business Park, Ayala Alabang Muntinlupa City 1780 Manila",,,,,,,,,,,,,,PCS,PACK106726,,,,,,4/3/2024 5:43,,EasyCAN LCV (J1939),450.53,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,60,22.80367,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/2/2024 11:30,,494713,RUP-55174,SO069023,[SP] ATEXYS,"Manuel Bonniot, 46 rue du Cornonet 63800",,,,,,,,,,,,,,PCS,PACK106683,,,,,,4/2/2024 11:30,,TRACE5-LTE-EMEA,1368.22,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,1,26.79,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/2/2024 11:52,,494740,RUP-55175,SO069032,[SP] Tecnologias Imaginadas SL,"Tiago Luis, Rua Raúl Pereira de Sousa 1B, Vale Flores de Baixo 2810-398 Almada",,,,,,,,,,,,,,PCS,PACK106582,,,,,,4/2/2024 11:52,,Eco5-5W-LTE-EMEA-IP54,26.79,,
,[TRACE5-LTE-IP67-EMEA (Battery mounted)] TRACE5-LTE-IP67-EMEA (Battery mounted),1,28.53,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/2/2024 11:52,,494740,RUP-55175,SO069032,[SP] Tecnologias Imaginadas SL,"Tiago Luis, Rua Raúl Pereira de Sousa 1B, Vale Flores de Baixo 2810-398 Almada",,,,,,,,,,,,,,PCS,PACK106582,,,,,,4/2/2024 11:52,,TRACE5-LTE-IP67-EMEA (Battery mounted),28.53,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,1,34.28,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/2/2024 11:52,,494740,RUP-55175,SO069032,[SP] Tecnologias Imaginadas SL,"Tiago Luis, Rua Raúl Pereira de Sousa 1B, Vale Flores de Baixo 2810-398 Almada",,,,,,,,,,,,,,PCS,PACK106582,,,,,,4/2/2024 11:52,,Trace 5 LTM IP67 TT,34.28,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,100,23.7558,done,,Final Production Warehouse (Kaunas),Customers,4/2/2024,4/2/2024 12:07,,495106,RUP-55173,SO069043,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106599,,,,,,4/2/2024 12:07,,TRACE5-LTE-EMEA,2375.58,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,500,22.58888,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:31,,493664,RUP-55161,SO068888,[SP] Thesle LTDA,"Roque Broquetto, RUA CARLOS GOMES, 632 95190-000 São Marcos",,,,,,,,,,,,,,PCS,PACK106634,,,,,,3/29/2024 9:31,,TRACE5-LTE-LA,11294.44,,
,[391] EasyCAN (LCV),500,6.93174,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:19,,495061,RUP-55159,SO068889,[SP] Excel Produtos Eletronicos Ltda,"Mauro Borges, Rua Antoníeta, 29 CEP: 02517-070 São Paulo, SP",,,,,,,,,,,,,,PCS,PACK106243,,,,,,3/29/2024 9:18,,EasyCAN LCV (J1939),3465.87,,
,[Ecodrive01] EcoDrive01,1,19.57,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 8:55,,494124,RUP-55157,SO068951,[SP] CG Telco SRL,"Ionut Niculae, Str Viilor nr.5, Balotesti . Ilfov",,,,,,,,,,,,,,PCS,PACK106245,,,,,,3/29/2024 8:55,,Eco-Drive Panel / Ekonominio vairavimo indikatorius,19.57,,
,[Pro5-LTM-GL-BT] Pro5 4G Global BLE,2200,38.08838,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 8:51,,494644,RUP-55156,SO068708,[SP] Australia Post,"Stephen​ Evans, 11 Leo Court, Derrimut 3026 Melbourne",,,,,,,,,,,,,,PCS,PACK106356,,,,,,3/29/2024 8:51,,Pro5 4G Global,83794.43,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,5,26.778,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,494739,RUP-55162,SO069031,[SP] GESTRACKING INGENIERIA SL,"Raul Cuesta, Calle Luxemburgo, 2, Mod.3, 1-3 28821 Madrid",,,,,,,,,,,,,,PCS,PACK106590,,,,,,3/29/2024 9:46,,Eco5-5W-LTE-EMEA-IP54,133.89,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,200,33.3033,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,494739,RUP-55162,SO069031,[SP] GESTRACKING INGENIERIA SL,"Raul Cuesta, Calle Luxemburgo, 2, Mod.3, 1-3 28821 Madrid",,,,,,,,,,,,,,PCS,PACK106590,,,,,,3/29/2024 9:46,,HCV5-Lite-EMEA,6660.66,,
,[K00128] Thermoking splitter harness for HCV5 (CS116-59),5,12.914,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,494739,RUP-55162,SO069031,[SP] GESTRACKING INGENIERIA SL,"Raul Cuesta, Calle Luxemburgo, 2, Mod.3, 1-3 28821 Madrid",,,,,,,,,,,,,,PCS,PACK106590,,,,,,3/29/2024 9:46,,Thermoking splitter harness,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[K00090] FMS harness with accessory wires 0.5 m (CS116-33-01),2,5.335,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,494739,RUP-55162,SO069031,[SP] GESTRACKING INGENIERIA SL,"Raul Cuesta, Calle Luxemburgo, 2, Mod.3, 1-3 28821 Madrid",,,,,,,,,,,,,,PCS,PACK106590,,,,,,3/29/2024 9:46,,FMS harness with accessory wires 0.5 m,10.67,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,100,33.5609,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,495068,RUP-55163,SO069033,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106570,,,,,,3/29/2024 9:46,,HCV5-Lite-EMEA,3356.09,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,40,19.2435,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:46,,495068,RUP-55163,SO069033,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106570,,,,,,3/29/2024 9:46,,FM-Eco4 light+ T,769.74,,
,[Temp_01] Temperature_sensor,25,9.0528,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:23,,494770,RUP-55167,SO069038,[SP] Track Smart Telematics (CYPRUS) Limited,"Andreas Ioannides, 4, Alpeon street, Agios Silas Industrial Area, Ypsonas 4193 Limassol",,,,,,,,,,,,,,PCS,PACK106601,,,,,,3/29/2024 11:23,,1-Wire Temperature Sensor / Temperatūros jutiklis,226.32,,
,[Temp_01] Temperature_sensor,50,7.1958,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:07,,494782,RUP-55165,SO069039,[SP] CV Sinai Sejahtera Bersama,"Olyvia Even, Penjaringan Sari IA/25,Rungkut 60293 Surabaya",,,,,,,,,,,,,,PCS,PACK106725,,,,,,3/29/2024 11:07,,1-Wire Temperature Sensor / Temperatūros jutiklis,359.79,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,100,22.5854,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 12:24,,494800,RUP-55170,SO069044,[SP] MATECH TECHNOLOGY S.A.S,"Ricardo Reyes, CL 130 A 58 A 29 P 2 - Bogota",,,,,,,,,,,,,,PCS,PACK106628,,,,,,3/29/2024 12:24,,TRACE5-LTE-LA,2258.54,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,61,41.23934,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 12:24,,494800,RUP-55170,SO069044,[SP] MATECH TECHNOLOGY S.A.S,"Ricardo Reyes, CL 130 A 58 A 29 P 2 - Bogota",,,,,,,,,,,,,,PCS,PACK106628,,,,,,3/29/2024 12:24,,HCV5 4G Global BLE,2515.6,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,2,42.01,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 8:10,,494839,RUP-55154,SO069056,[SP] FOCUSMETRIC S L,"Edwin Ordóñez Jiménez, CALLE CATARROJA, 13 46940 Valencia",,,,,,,,,,,,,,PCS,PACK106700,,,,,,3/29/2024 8:10,,HCV5 4G Global BLE,84.02,,
,[K00128] Thermoking splitter harness for HCV5 (CS116-59),2,12.915,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 8:10,,494839,RUP-55154,SO069056,[SP] FOCUSMETRIC S L,"Edwin Ordóñez Jiménez, CALLE CATARROJA, 13 46940 Valencia",,,,,,,,,,,,,,PCS,PACK106700,,,,,,3/29/2024 8:10,,Thermoking splitter harness,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[K00092] Tacho harness with accessory wires 1.5m (CS116-34-01),2,6.585,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 8:10,,494839,RUP-55154,SO069056,[SP] FOCUSMETRIC S L,"Edwin Ordóñez Jiménez, CALLE CATARROJA, 13 46940 Valencia",,,,,,,,,,,,,,PCS,PACK106700,,,,,,3/29/2024 8:10,,[K00092] Tacho harness with accessory wires 1.5m (CS116-34-01),13.17,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,7,32.54571,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:40,,494947,RUP-55168,SO069083,[SP] Totemas,"Renatas Ivaskevicius, V. Grinkevičiaus g. 18-1 LT-78107 Šiauliai",,,,,,,,,,,,,,PCS,PACK106686,,,,,,3/29/2024 11:40,,HCV5-Lite-EMEA,227.82,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,3,22.80333,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:40,,494947,RUP-55168,SO069083,[SP] Totemas,"Renatas Ivaskevicius, V. Grinkevičiaus g. 18-1 LT-78107 Šiauliai",,,,,,,,,,,,,,PCS,PACK106686,,,,,,3/29/2024 11:40,,TRACE5-LTE-EMEA,68.41,,
,[TRACE5-LTE-IP67-EMEA] TRACE5-LTE-IP67-EMEA,2,27.315,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:51,,494951,RUP-55153,SO069085,[SP] Männl Elektronik GmbH,"Detlef Männl, Wilhelm-Feuerherdt-Str.5 06844 Dessau-Roßlau",,,,,,,,,,,,,,PCS,PACK106718,,,,,,3/29/2024 7:51,,TRACE5-LTE-IP67-EMEA,54.63,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,200,33.29185,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 13:30,,495073,RUP-55169,SO069050,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106626,,,,,,3/29/2024 13:29,,HCV5-Lite-EMEA,6658.37,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,60,22.80367,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 13:30,,495073,RUP-55169,SO069050,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106626,,,,,,3/29/2024 13:29,,TRACE5-LTE-EMEA,1368.22,,
,[FM-Eco4+ E T] FM-Eco4+ E T,15,21.678,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 13:30,,495073,RUP-55169,SO069050,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106626,,,,,,3/29/2024 13:29,,FM-Eco4+ E T,325.17,,
,[D15N UFO] D15N UFO Beacon,4,9.1475,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 13:30,,495073,RUP-55169,SO069050,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106626,,,,,,3/29/2024 13:29,,iBeacon wireless button,36.59,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,5,26.266,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 9:18,,494961,RUP-55160,SO069086,[SP] Zainal Daud Sdn. Bhd. DO NOT USE,"Paul Erwin, Lot 35 & 41, Tapak Perindustrian Sungai Bera, Seria, KB1933, Negara Brunei Darussalam KB1933 Brunėjus",,,,,,,,,,,,,,PCS,PACK106691,,,,,,3/29/2024 9:18,,Eco5-5W-LTE-EMEA-IP54,131.33,,
,[ZEEK-LTM-T] ZEEK-LTM-T,4000,23.9504,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,ZEEK-LTM-T,95801.61,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,60,42.009,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,HCV5 4G Global BLE,2520.54,,
,[Pro_FLS] Pro_Fuel_level_sensor_750,50,60.0746,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,4/5/2024 7:27,,Ruptela Fuel Level Sensor Pro / Ruptela kuro lygio matuoklis Pro,3003.73,,
,[K00043] Calibration cable set for Pro_FLS,2,9.515,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,FLS Pro cables sample set,19.03,,
